id,air_date,episode_number,name,overview,runtime,season_number,vote_average,list_of_characters,average_character_popularity
87477,2003-02-20,16,The One with the Boob Job,"When Monica and Chandler are financially strapped, she secretly asks Joey for a large loan.  When an unsuspecting Chandler also approaches his pal for some cash, Joey accidentally betrays Monica's confidence and then freaks out Chandler when he covers by saying she wants the money for a breast enhancement. Meanwhile, Phoebe asks Mike to move in with her, but changes her mind after a disagreement about marriage. Rachel's attempt to baby-proof the apartment tampers with a frustrated Joey's sanity.",24,9,8.5,"['Mike Hanningan', 'Gunther']",25.5785
87478,2003-03-13,17,The One with the Memorial Service,Chandler's jokey entry on his and Ross's college website leads to a faux burial service for the allegedly dead and obviously unpopular Gellar. Joey refuses to give Emma his favorite stuffed animal. Phoebe begs Monica to help her avoid a post-breakup tryst with Mike.,24,9,8.4,"['Mike Hanningan', 'Kori Weston', 'Tom Gordon', 'Manny']",16.7595
87444,2003-04-03,18,The One with the Lottery,"Monica leads the gang, except for a scoffing Ross, to purchase a bunch of lottery tickets for the multimillion-dollar powerball jackpot, but while they gleefully plot how to spend their possible shares, a disdainful Phoebe throws caution to the wind. Meanwhile, Chandler frets as he waits for a phone call that could mean a new paying job and Rachel thinks baby Emma is close to saying her first word.",23,9,8.7,"['Steve', 'Gunther']",9.911
87517,2003-04-17,19,The One with Rachel's Dream,"Rachel dreams about a romantic encounter with Joey after a visit to the set of ""Days of Our Lives.""  Chandler buys a non-refundable weekend getaway for himself and Monica, but when she can't get time off at work, Ross joins him.  Meanwhile, Phoebe drives people away from Monica's restaurant with her terrible guitar playing.",25,9,8.5,"['Olivia', 'Director', 'Gunther']",8.338666666666667
87518,2003-04-24,20,The One with the Soap Opera Party,"Joey doesn't tell the gang about his plans to throw a party on the roof of the building.  He also hides the fact that he's invited the ""Days of Our Lives"" cast, since the girls embarrass him when they meet stars.  Rachel discovers the truth about the party and soon, everybody knows (except for Chandler).  Ross meets a new colleague and, instantly attracted to her, invites her to the party.  Rachel and Monica go the party and act like crazed fans while Ross is intimidated by Charlie's former boyfriends.  Meanwhile, Chandler is at a play alone. At the end of the party, Rachel is looking for Joey and Ross is looking for Charlie, and they find Joey and Charlie kissing.",24,9,8.3,"['Charlie Wheeler', 'Kyle Lowder', 'Matthew Ashford', 'Professor Spafford', 'Bitter Woman on Stage', 'Dirk', 'Gunther']",8.132857142857143
87520,2003-05-01,21,The One with the Fertility Test,"Chandler and Monica court embarrassment when they secretly go to a fertility clinic for tests that will determine their family plans, until an old acquaintance runs into them.  Ross hides his feelings for Charlie to help Joey woo her.  Rachel sneaks into a spa for a massage and hopes that Phoebe won't find out and feel betrayed.",28,9,8.6,"['Charlie Wheeler', 'Nurse', 'Janice', 'Gunther']",11.157499999999999
87522,2003-05-08,22,The One with the Donor,"When Monica and Chandler learn of their chances for natural conception, they resort to interviewing unsuspecting male candidates to find the perfect match for one who could inseminate her. Elsewhere, Phoebe is incredibly nervous about going to a party that Mike will be at--until she bumps into David.  Meanwhile, Rachel finds herself being mean to Charlie because of their common romantic interest in Joey, and Ross works hard on a lecture he hopes to present at a paleontology convention in Barbados.",25,9,8.4,"['Charlie Wheeler', 'David', 'Zack', 'Dr. Connelly', 'Professor Sherman', 'Gunther']",13.949166666666665
87480,2003-05-15,23,The One in Barbados,"Chandler gives David advice that culminates in David deciding to propose to Phoebe.  However, Phoebe is still in love with Mike.  Monica meddles and calls Mike, who shows up in Barbados and interrupts David's marriage proposal with one of his own.  Phoebe chooses Mike, although she doesn't accept his proposal.  Meanwhile, sparks fly between Ross and Charlie when they spend some time together rewriting his speech.

Charlie and Joey break up, and Rachel finally tells Joey about her crush on him.  He decides nothing can happen because Ross is a good friend, but after he sees Ross and Charlie kissing, he heads back up to Rachel's room where the two kiss and shut the door.  Meanwhile, Monica and Mike compete at a game of ping pong.",52,9,8.8,"['Mike Hanningan', 'Charlie Wheeler', 'David', 'Sarah', 'Jarvis Oberblau', 'Professor Klarik', 'Nancy Oberblau', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Gunther']",12.819899999999999
87523,2003-09-25,1,The One After Joey and Rachel Kiss,"Still in Barbados after Ross' keynote address, the friends cope with a variety of dilemmas. Ross has kissed Charlie, although she is still officially dating Joey. Joey and Rachel have kissed as well, but they agonize over how to tell Ross. Mike followed Phoebe to the island and proposed, despite his being in a relationship with someone else. And Monica has developed big hair, due to the humidity.",30,10,9.0,"['Mike Hanningan', 'Charlie Wheeler', 'Precious', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",16.345
87553,2003-10-02,2,The One Where Ross Is Fine,"Rachel, Joey and Charlie attend an uncomfortable dinner party at Ross' apartment. Chandler commits an unpardonable act when he and Monica visit a couple who have adopted a cute boy. Former surrogate mother Phoebe is visited by her brother, Frank Jr., who is desperate because he can no longer cope with his precocious triplets.",24,10,8.6,"['Leslie Buffay', 'Charlie Wheeler', 'Frank Buffay Jr. Jr.', 'Owen', 'Frank Buffay Jr.', 'Bill', 'Colleen', 'Chandler Buffay', 'Gunther']",10.574222222222224
87590,2003-10-09,3,The One with Ross's Tan,"Joey is confident while preparing to make love with Rachel for the first time, but he soon becomes uncharacteristically clumsy and Rachel feels uneasy as well. They wonder how Chandler and Monica transitioned from friends to lovers so easily. Monica and Phoebe's annoying friend Amanda visits. Ross goes to a spray-on tanning salon but fails to follow the simple directions properly.",25,10,8.7,"['Amanda Buffamonteezi', 'Tanning Salon Guy', 'Glenda']",9.384333333333332
87596,2003-10-23,4,The One with the Cake,"On Emma's first birthday, Rachel convinces Monica and Chandler to delay their long-anticipated trip to Vermont to stay for the party. But complications ensue when the infant falls asleep--and a racy, adult birthday cake arrives. Meanwhile, when Ross dashes out to help Rachel, he leaves Joey in charge of keeping everybody locked in the apartment until they return with the right cake.",23,10,8.2,"['Estelle Leonard', 'Jack Geller', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Judy Geller']",11.0096
87548,2003-10-30,5,The One Where Rachel's Sister Babysits,"To help her younger sister, Amy, become a more responsible person, Rachel overrides Ross' strong protests and allows Amy to baby-sit Emma but soon regrets that decision. Phoebe unknowingly thwarts Mike's ""anniversary"" surprise for her. Monica and Chandler become concerned when Joey tries to use big words in a recommendation letter on their behalf to a child adoption agency.",29,10,8.5,"['Amy Green', 'Mike Hanningan', 'Charlie Wheeler', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",17.8916
87529,2003-11-06,6,The One with Ross's Grant,"Ross has a chance to be selected by Dr. Benjamin Hobart for an esteemed paleontology grant. Unfortunately, Hobart happens to be Charlie's obsessed ex-boyfriend. Phoebe tries to give a hideous painting she created to an extremely reluctant Monica and Rachel. Joey is offended when Chandler lies about viewing Joey's bizarre audition tape reel.",25,10,8.519,"['Benjamin Hobart', 'Charlie Wheeler', 'Dr. Li', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",10.540000000000001
87597,2003-11-13,7,The One with the Home Study,Monica and Chandler nervously prepare for a visit from an adoption worker who will decide if they would be suitable parents. Phoebe and Mike opt to have a small wedding and donate the extra money to a children's charity--only to demand it all back later. And Ross tries to help Rachel overcome her fear of swing sets so baby Emma can enjoy the playground.,24,10,8.4,"['Mike Hanningan', 'Laura', 'Charity Clerk', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",16.4322
87599,2004-01-08,9,The One with the Birth Mother,"Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child. Due to a mix-up at the adoption agency, Erica thinks Monica is a reverend and Chandler is a doctor. Joey dates Phoebe's friend but annoys her with his territorial eating habits. Rachel picks out an outfit for Ross to wear on a date but he ends up in a unique new wardrobe.",25,10,8.9,"['Sarah', 'Erica', 'Adoption Agency Worker']",19.759
87600,2004-01-15,10,The One Where Chandler Gets Caught,"Phoebe and Rachel catch Chandler getting into a car with a blonde woman, they follow him to the suburbs. Fearing that Chandler is cheating on Monica, they inform her--and learn that the woman is a real estate agent. The pair has been secretly shopping for houses and struggling with how to tell their best friends. The friends reminisce about their good times in the apartment.",23,10,8.5,"['Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",6.6875
87601,2004-02-05,11,The One Where the Stripper Cries,"Joey is a celebrity contestant on ""The $100,000 Pyramid,"" with its actual host, Donny Osmond. Phoebe's bachelorette party features a rather unexpected surprise when the stripper shows up. Chandler and Ross attend a college reunion and flash back to 1987 to reflect on a pact they made when they were in college.",28,10,9.0,"['Adrienne Turner', 'Missy Goldberg', 'Donny Osmond', 'Leslie Charleson', 'Gene', 'Roy']",10.324
87602,2004-02-12,12,The One with Phoebe's Wedding,"Phoebe's wedding planner, Monica, makes everyone around her crazy--until Phoebe fires her. Phoebe's big day becomes disastrous as deliveries go awry and New York is hit with the worst snowstorm its seen in 20 years, forcing plans to change. As a substitute for Phoebe's incarcerated father, Joey takes his role much too seriously. Chandler and Ross discover at the rehearsal dinner that neither of them has a part in the wedding; however, Mike needs to replace a groomsman — he lets Phoebe choose one of them, but she gives the job to Rachel.",30,10,9.0,"['Mike Hanningan', 'Theodore Hannigan', 'Bitsy Hannigan', 'Gunther']",15.111249999999998
87603,2004-02-19,13,The One Where Joey Speaks French,"Joey implores Francophile Phoebe to teach him French before an important audition, but she quickly becomes exasperated. Surrogate mom Erica is visiting town and tells the Bings that the baby's father may be a shovel killer. Ross and Rachel grow closer after her sarcastic father, Dr. Green, suffers a heart attack.",24,10,8.5,"['Erica', 'Nurse', 'Leonard Green', 'Casting Assistant', 'Director']",8.232600000000001
87607,2004-02-26,14,The One with Princess Consuela,"Monica and Chandler visit their house, which is in escrow, where Joey is comforted about losing his friends by the 8-year-old girl who presently lives there.  Phoebe learns she can legally change her name to whatever she wants, so she considers something more exotic. Ross gets tenure at his job. Rachel's boss is sitting next to her in a restaurant while she's interviewing for another job.",24,10,8.7,"['Mike Hanningan', 'Mackenzie', 'James Campbell', 'Clerk', 'Rita', 'Ralph Lauren Employee', ""Maitre D'"", 'Mark Robinson', 'Gunther']",17.32177777777778
87628,2004-04-22,15,The One Where Estelle Dies,"When Rachel makes a startling announcement, Ross secretly schemes to get her former job back for her. Joey is so flustered by all of the upheaval in his friends' lives that Phoebe prevents him from learning about the sudden death of his agent. Monica and Chandler check out the house for sale next door to their new home--and make a stunning discovery.",24,10,8.8,"['Ellen', 'Mr. Simon', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Janice']",11.3554
87633,2004-04-29,16,The One with Rachel's Going Away Party,"With Rachel leaving tomorrow, the gang hosts a farewell party for her. She says goodbye to each of her friends individually, except for Ross and he's offended. Monica precisely packs for her new life in the suburbs with Chandler, and they keep a watchful eye on the extremely pregnant Erica, who is in town until the baby arrives.",23,10,8.661,['Erica'],29.614
87632,2004-05-06,17,The Last One,"Ross and Phoebe chase Rachel to the airport, but end up at the wrong one. Chandler and Monica finish packing for their move to the suburbs, and Joey loses Chick Jr. and Duck Jr. in the foosball table.

The series finale finds Rachel, Monica, Phoebe, Joey, Chandler and Ross embarking on the next chapters in their lives. The six of them have been there for one another through all the ups and downs of becoming adults. Now it's their last day together, and it's one of momentous events and last-minute surprises. Even as the friends make major decisions, they share a bond that will last forever.",48,10,9.4,"['Mike Hanningan', 'Erica', 'Gunther']",26.923666666666666
