,id,job,original_name,popularity,air_date,episode_number,name,overview,runtime,season_number,vote_average,list_of_characters,average_character_popularity
150,87181,"['Writer', 'Director', 'Writer', 'Writer']","['Greg Malins', 'Kevin S. Bright', 'Marta Kauffman', 'David Crane']","[1.594, 1.519, 5.777, 3.76]",2001-05-17,23.0,The One with Chandler and Monica's Wedding,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married and takes off without warning anyone. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines. Phoebe and Ross try to find Chandler before the wedding starts, while Rachel tries to hinder Monica, so that she doesn't find out the shocking news. On the day of the wedding Joey encounters a scheduling problem, while Phoebe and Rachel come across a surprising discovery.",44.0,7.0,8.9,"['Richard Crosby', 'Nora Bing', 'Charles Bing', 'Priest', 'Jack Geller', 'Judy Geller', 'Gunther']",51.30471428571429
151,87198,['Writer'],['Scott Silveri'],[3.0],2000-11-16,7.0,The One with Ross's Library Book,"Rachel and Phoebe befriend a girl Joey's dating and they try to convince him to get more serious with her, however he's reluctant to do so. At least at first. Meanwhile, Ross discovers that his doctoral dissertation is hosted at university's library and is very excited about the fact. Unfortunately, he soon finds out that students aren't exactly reading it, but rather engaging in other 'physical activities' in the paleontology section. Also, Monica runs into Janice and before she knows it, Janice has invited herself to Monica's wedding. Needless to say that neither she nor Chandler aren't exactly ecstatic about it and they both try to find a way to tactfully uninvite her.",22.0,7.0,8.2,"['Waitress', 'Erin', 'Head Librarian', 'Woman', 'Janice', 'Gunther']",9.016333333333334
152,87200,['Writer'],['Patty Lin'],[2.958],2000-11-23,8.0,The One Where Chandler Doesn't Like Dogs,"Ross drives himself insane when he can't name all 50 states in a simple game. Tag joins the gang for Thanksgiving dinner, where Joey accidentally spills the beans about Rachel's crush on him. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.",22.0,7.0,8.0,['Tag'],12.141
154,87204,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Marta Kauffman', 'David Crane']","[1.519, 5.777, 3.76]",2001-09-27,1.0,"The One After ""I Do""","The excitement of Monica and Chandler's wedding is diminished by the news that someone may be pregnant. Chandler's hopes of not embarrassing Monica on the dance floor are ruined by his slippery new shoes, and Ross' attempts to flirt with an attractive wedding guest.",23.0,8.0,8.7,"['Dennis Phillips', 'Nora Bing', 'Melinda', 'Ben Geller', 'Mona', 'Gert', 'Jack Geller', 'Judy Geller']",14.619125
155,87228,['Director'],['David Schwimmer'],[48.006],2001-10-04,2.0,The One with the Red Sweater,"Speculation regarding the father of Rachel's baby leads to a misunderstanding when Joey discovers a red sweater left behind in a one-night stand Rachel had. Meanwhile, Chandler and Ross search for the disposable cameras left behind at the wedding and Monica goes on a present-opening binge.",22.0,8.0,9.0,"['Groom', 'Tag', 'Woman at the Wedding', 'Anxious Wedding Guest', 'Gunther']",5.239199999999999
156,87243,['Director'],['Sheldon Epps'],[1.751],2001-10-11,3.0,The One Where Rachel Tells...,"Chandler and Monica prepare to leave for their honeymoon as Rachel prepares to tell Ross that he's the father of her baby. While traveling, Monica and Chandler become jealous of another honeymooning couple who get bumped to first class on the airplane. Meanwhile, Joey and Phoebe scheme to get inside the newlyweds' apartment after discovering that they don't have a key.",22.0,8.0,8.7,"['Nurse', 'Ticket Agent', 'Man', 'Airline Employee', 'Mr. Treeger']",3.7762
157,87269,"['Writer', 'Director', 'Writer']","['Brian Buckner', 'Gary Halvorson', 'Sebastian Jones']","[0.84, 2.843, 0.6]",2001-10-25,5.0,The One with Rachel's Date,"Phoebe begins dating a guy who works for Monica as a sous-chef, however, they soon find themselves in an awkward position when things don't work out for neither of them. Meanwhile, Ross discovers that a co-worker of Chandler's has been calling him Toby for five years. And Joey sets Rachel up on a date with one of his co-stars, which freaks Ross out when he realizes that this guy might become a step-father of his and Rachel's baby.",22.0,8.0,8.382,"['Tim', 'Kash', 'Bob', 'Mr. Franklin', 'Mona', 'Gunther']",11.901333333333334
158,87285,"['Editor', 'Director of Photography']","['Kenny Tintorri', 'Nick McLean']","[1.22, 6.14]",2001-11-01,6.0,The One with the Halloween Party,"Monica and Chandler decide to throw a costumed Halloween party. Meanwhile, Phoebe runs into Ursula, who's preparing to get married soon, and as a courtesy invites her and her fiancé to the party. When they finally meet, Phoebe takes an instant liking to him, but soon she discovers that he knows nothing about the ""real"" Ursula.",22.0,8.0,8.7,"['Lelani Mayolanofavich', 'Eric', 'Boy in the Cape', 'Mona', 'Gunther']",12.7856
159,87307,"['Writer', 'Director']","['R. Lee Fleming Jr.', 'Kevin S. Bright']","[2.197, 1.519]",2001-11-08,7.0,The One with the Stain,"Chandler hires a maid, whom Monica suspects is stealing her clothing. Eric has broken up with Ursula and is ready to date Phoebe, except for one problem: he can't look at her without seeing Ursula. Meanwhile, Ross tries to get Rachel an apartment in his building, but the woman living there isn't in a hurry to die, and Joey wants Rachel to stay with him.",22.0,8.0,8.3,"['Brenda', 'Eric', 'Gunther']",11.413000000000002
160,87308,"['Director', 'Writer', 'Writer']","['David Schwimmer', 'Andrew Reich', 'Ted Cohen']","[48.006, 1.788, 3.069]",2001-11-15,8.0,The One with the Stripper,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Monica feels bad about it, so she organizes a bachelor party including a stripper for Chandler, however, the only one excited about it seems to be Joey. Meanwhile, Rachel prepares to have dinner with her dad and tell him that she's pregnant and it doesn't go particularly well for either of the involved parties.",22.0,8.0,8.9,"['Hooker', 'Leonard Green', 'Waiter', 'Mona', 'Gunther']",8.7126
161,87309,"['Director', 'Writer']","['Gary Halvorson', 'Shana Goldberg-Meehan']","[2.843, 1.788]",2001-11-22,9.0,The One with the Rumor,"Monica invites Will, an old high school friend of her and Ross over for a Thanksgiving dinner, unaware that he isn't too fond of Rachel. Meanwhile, Joey vows to eat an entire turkey by himself, and Chandler and Phoebe pretend to watch a football game in order to avoid helping in the kitchen.",22.0,8.0,9.1,['Will Colbert'],63.186
162,87310,"['Writer', 'Director']","['Brian Buckner', 'Kevin S. Bright']","[0.84, 1.519]",2001-12-06,10.0,The One with Monica's Boots,"Chandler is peeved when Monica splurges on an expensive pair of boots. Meanwhile, Phoebe learns that Ben and Sting's son attend the same school and she angles to meet the celebrity and get concert tickets. Also, after Joey's sister Dina tells him that she's pregnant, he freaks out and goes to find the father to marry them. Rachel tries to calm him down.",22.0,8.0,8.3,"['Trudie Styler', 'Dina Tribianni', 'Ben Geller', 'Teacher', 'Patron in Coffee Shop', 'Gunther']",8.964666666666666
163,87317,['Writer'],['Robert Carlock'],[3.572],2001-12-13,11.0,The One with Ross's Step Forward,"Ross starts to panic when Mona suggests that the two of them could send out a holiday card together, thinking that their relationship is starting to move too fast. Chandler's newly divorced boss tries to get Monica and Chandler to go out to a dinner with him, but Monica can't stand him, so Chandler steps up to cover for her. Meanwhile, Rachel's hormones start acting up due to her pregnancy, causing her to hit on almost every guy she meets.",22.0,8.0,8.433,"['Nurse', 'Dr. Schiff', 'Mona', 'Doug', 'Gunther']",8.1498
164,87326,['Director'],['David Schwimmer'],[48.006],2002-01-10,12.0,The One Where Joey Dates Rachel,"Phoebe gets Monica and Chandler a Ms. Pacman arcade game for a wedding present, which leads to some heavy competition between Monica, Phoebe, and, surprisingly, Chandler. Ross gets to teach an advanced class because of a retiring professor, but soon learns that its on the other side of town, and he doesn't have enough time to get there. Meanwhile, Joey takes Rachel to dinner on a pretend date and they have a great time together, however, at the end of the night things take an unexpected turn.",22.0,8.0,8.6,"['Mable', 'Waitress', 'Ben Geller', 'Gunther']",17.93575
165,87340,['Director'],['Kevin S. Bright'],[1.519],2002-02-07,15.0,The One with the Birthing Video,"Phoebe tries to cheer up a depressed Joey by lending him the world's happiest dog.  Ross has yet to tell Mona that Rachel's living with him.  Monica and Chandler's romantic Valentine's Day is interrupted when they watch a videotape of Phoebe's friend giving birth.  After being dumped by Mona, Ross gives Joey advice on his love life, helpful until Joey reveals that he's in love with Rachel.",22.0,8.0,8.6,"['Mona', 'Gunther']",10.5975
166,87342,"['Writer', 'Writer']","['Andrew Reich', 'Ted Cohen']","[1.788, 3.069]",2002-02-28,16.0,The One Where Joey Tells Rachel,"Ross has trouble understanding Joey's revelation, as does Gunther.  However, he comes to his senses and convinces Joey to tell Rachel how he feels.  Joey takes her out to dinner and tells her, as she thinks it's a joke.  She doesn't feel the same way, but they pledge to remain friends.  Meanwhile, Phoebe meets Monica's soulmate.",22.0,8.0,8.6,"['Don', 'Waiter', 'Gunther']",6.439333333333333
167,87350,['Director'],['Gary Halvorson'],[2.843],2002-03-07,17.0,The One with the Tea Leaves,"Joey has been hiding from Rachel, so she invents a problem at work to draw him into conversation.  Phoebe's tea leaves tell her that she's going to meet the man of her dreams, except that the man she meets is a nightmare.  Later on though, she does meet a nice guy.  Ross tries to retrieve his favorite shirt from Mona's, interrupted when she returns home with a date.",22.0,8.0,8.6,"['Parker', 'Jim Nelson', ""Mona's Date"", 'Mona']",18.17575
168,87362,['Director'],['Gary Halvorson'],[2.843],2002-03-28,18.0,The One in Massapequa,"Everybody prepares to go out to Long Island for the elder Gellers' 35th wedding anniversary party.  Monica wants to write a toast to make everybody cry like Ross's toasts do.  Ross and Rachel discover that his parents have told people they're married.  Ross describes how he would propose to Rachel, and she seems intrigued.  Phoebe invites her new boyfriend, Parker, who is extremely enthusiastic.",22.0,8.0,8.3,"['Parker', 'Jack Geller', 'Judy Geller']",25.648666666666667
169,87376,['Writer'],['Brian Buckner'],[0.84],2002-05-02,21.0,The One with the Cooking Class,"Monica's restaurant gets a bad review in the Post.  After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow.  Ross goes on a date with a clerk from a baby store, making Rachel jealous.  Chandler prepares for a job interview after Phoebe tells him that he makes a bad first impression.",22.0,8.0,8.4,"['Sarah', 'Mr. Tyler', 'Katie', 'Food Critic', 'Gunther']",9.1552
170,87404,['Writer'],['Shana Goldberg-Meehan'],[1.788],2002-05-09,22.0,The One Where Rachel Is Late,"With the release of Joey's movie approaching, he must decide which friend to invite to the premiere.  Unfortunately, his pick, Chandler, falls asleep during it.  Monica and Phoebe bet on when the baby will be born as Rachel's due date comes and goes.  The doctor tells Ross and Rachel that sex may help speed things along.  Just as they start to do it, Rachel's water breaks.",22.0,8.0,8.6,"['Estelle Leonard', 'Dr. Long', 'Gunther']",6.273666666666666
171,87405,"['Writer', 'Director', 'Writer', 'Writer']","['Scott Silveri', 'Kevin S. Bright', 'Marta Kauffman', 'David Crane']","[3.0, 1.519, 5.777, 3.76]",2002-05-16,23.0,The One Where Rachel Has a Baby,"Rachel and Ross arrive at the hospital; she's upset to get a semi-private room.  Monica and Chandler decide to have a baby and right away.  Mrs. Geller turns up to give Ross her mother's engagement ring; she wants Ross to marry Rachel.  Joey can't understand why somebody wouldn't want to be married to Rachel.  Phoebe meets a handsome stranger, but can't quite get his room number, so she gets Dr. Drake Ramoray to get it.

Drake reports to Phoebe.  Chandler and Monica look for a room in the hospital to use for a tryst.  After 21 hours of labor, Rachel's ready to have the baby.  Joey blows it for Phoebe but fixes it just as quickly.  The baby is in breach, but comes out okay.  After Ross and Rachel kiss, the baby is named Emma Geller Green.  Monica and Chandler find a janitor's closet.",44.0,8.0,8.9,"['Nurse #3', 'Marc', 'Sid', 'Cliff Burnett', 'Evil Bitch', 'Julie', 'Doctor', 'Nurse #1', 'Nurse #2', 'Woman Giving Birth', 'Dr. Long', 'Janice', 'Judy Geller']",12.628307692307692
172,87410,['Director'],['Kevin S. Bright'],[1.519],2002-04-25,20.0,The One with the Baby Shower,"Rachel panics when she realizes that she is not ready to take care of her baby, and reluctantly agrees for her mother to move in with her and Ross to help out.  Monica tries desperately to get Mrs. Green to like her.  Meanwhile, the guys help Joey practice for his audition as the host of a wild game show called ""Bamboozled.""",22.0,8.0,8.4,['Sandra Green'],7.998
173,87412,"['Writer', 'Writer']","['Andrew Reich', 'Ted Cohen']","[1.788, 3.069]",2002-10-17,4.0,The One with the Sharks,"Phoebe has a talk with Ross that prompts her to realize that she's never had a long term relationship. Monica makes a startling discovery while visiting Chandler in Tulsa. Joey's date's apartment seems really familiar, although he doesn't remember sleeping with her before.",24.0,9.0,8.6,"['Mike Hanningan', 'Hayley', 'Poppy', 'Gunther']",17.866999999999997
174,87414,"['Director', 'Writer']","['David Schwimmer', 'Scott Silveri']","[48.006, 3.0]",2002-10-31,5.0,The One with Phoebe's Birthday Dinner,"The friends are looking forward to getting together to celebrate Phoebe's birthday as it will be a rare opportunity for them to all be together.  Monica plans to sleep with Chandler when he arrives since she's ovulating but the two fight when she learns he was smoking.  Rachel is worried about leaving Emma with Ross's mother. When Mrs. Geller is late, Ross accidentally locks himself and Rachel out of the apartment with Emma inside. All this leaves Phoebe and Joey alone with a table for six.",24.0,9.0,8.2,"['Waiter', 'Ken', 'Claudia', 'Judy Geller']",5.423
175,87420,['Writer'],['Robert Carlock'],[3.572],2002-11-14,7.0,The One with Ross's Inappropriate Song,"Ross makes Emma laugh by singing Sir Mix-A-Lot's ""Baby Got Back.""  Joey and Chandler, viewing Richard's old apartment, discover what they think is a tape of Richard having sex with Monica.  Phoebe goes to dinner with Mike and his parents, where they encourage him to date somebody else.  He tells them he loves Phoebe though.",24.0,9.0,8.741,"['Mike Hanningan', 'Theodore Hannigan', 'Bitsy Hannigan']",17.27433333333333
176,87422,['Director'],['Kevin S. Bright'],[1.519],2002-09-26,1.0,The One Where No One Proposes,"Following Rachel's acceptance of Joey's accidental proposal, confusion reigns as Rachel wonders whether it was the right thing to do and Phoebe can't seem to mind her own business.  Finally, Rachel, Ross and Joey get together in a room and figure out that no one was actually going to propose.  Mr. Geller walks in on Monica and Chandler doing it in a closet.  Joey tries to avoid watching Rachel breastfeed.",24.0,9.0,8.8,"['Nurse Kitty', 'Jack Geller']",15.105
177,87424,"['Director', 'Writer']","['Kevin S. Bright', 'Shana Goldberg-Meehan']","[1.519, 1.788]",2002-11-21,8.0,The One with Rachel's Other Sister,"Rachel's sister Amy tags along for Thanksgiving at Monica's place, because her (married) boyfriend cancels their plans. While watching the parade, Joey realizes that he forgot to show up for the Days of Our Lives cast float, and he asks Phoebe how to lie to his boss so he won't get in trouble. Monica obsesses about anybody damaging her best china. Amy, who is self-absorbed and can't remember anybody's correct names, thinks that if Rachel and Ross die, she will then get custody of Emma, but Rachel and Ross tell her that Monica and Chandler are going to get Emma. Arguments ensue, and Chandler tries to prove that he would be a good parent, even if Monica weren't around.",26.0,9.0,8.7,['Amy Green'],20.044
178,87426,"['Writer', 'Director']","['Brian Buckner', 'Roger Christiansen']","[0.84, 1.746]",2002-10-10,3.0,The One with the Pediatrician,Rachel's pediatrician drops her as a client because she calls him incessantly (she thinks hiccups is emergency enough for 3AM)- so now she must find a new one.  Chandler and Monica discuss Tulsa.,24.0,9.0,8.4,"['Mike Hanningan', 'Mary Ellen Jenkins', 'Sally', 'Receptionist', 'Gunther', 'Dr. Gettleman']",13.1125
179,87428,['Director'],['Gary Halvorson'],[2.843],2003-01-09,11.0,The One Where Rachel Goes Back to Work,"Rachel visits work and finds out that a guy named Gavin has been ""temporarily"" assigned to take over her job, and she becomes desperate to get back to work right away for fear they'll dump her. Gavin turns out to be a nice guy and offers to take care of Emma while Rachel gives her presentation. Meanwhile, Joey has to deal with Phoebe acting like...well, Phoebe, when he gets her a job as an extra on her soap, and Chandler and Monica deal with the fact Chandler doesn't have a job and now might not be the right time to start a family.",24.0,9.0,8.3,"['Gavin Mitchell', 'Waitress', 'Steve', 'Director', 'Soap Actor']",16.913800000000002
180,87431,['Director'],['Kevin S. Bright'],[1.519],2002-12-12,10.0,The One with Christmas in Tulsa,"While Chandler is stuck in Tulsa for Christmas, one of his co-workers comes onto him.  A jealous Monica waits back in New York.  Chandler decides to quit his job.",24.0,9.0,8.0,"['Wendy', 'Ken', 'Claudia']",8.651666666666667
181,87433,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Marta Kauffman', 'David Crane']","[1.519, 5.777, 3.76]",2002-11-07,6.0,The One with the Male Nanny,"Ross mocks Rachel's new male nanny.  Chandler becomes upset when Monica says that somebody from her job is the funniest guy she's ever met.  Phoebe and Mike exchange apartment keys, only to get a surprise visit from Phoebe's ex-boyfriend David.",33.0,9.0,8.4,"['Mike Hanningan', 'Sandy', 'David', 'Prospective Nanny']",27.3215
182,87434,['Director'],['Sheldon Epps'],[1.751],2002-10-03,2.0,The One Where Emma Cries,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.  Emma won't stop crying after Rachel interrupts her nap; Monica and Phoebe try to help get her back to sleep.  Ross is still mad at Joey, and breaks his finger trying to punch him.",24.0,9.0,8.8,"['Ms. McKenna', 'Gunther']",6.555
183,87444,['Director'],['Gary Halvorson'],[2.843],2003-04-03,18.0,The One with the Lottery,"Monica leads the gang, except for a scoffing Ross, to purchase a bunch of lottery tickets for the multimillion-dollar powerball jackpot, but while they gleefully plot how to spend their possible shares, a disdainful Phoebe throws caution to the wind. Meanwhile, Chandler frets as he waits for a phone call that could mean a new paying job and Rachel thinks baby Emma is close to saying her first word.",23.0,9.0,8.7,"['Steve', 'Gunther']",9.911
184,87471,['Writer'],['Brian Buckner'],[0.84],2003-01-16,12.0,The One with Phoebe's Rats,"Gavin gives Rachel a very interesting birthday gift while Ross begs Joey to stay away from Emma's hot new nanny. Meanwhile, Mike meets and then accidentally murders Phoebe's unusual pet.",24.0,9.0,8.069,"['Mike Hanningan', 'Gavin Mitchell', 'Molly', 'Gunther']",29.12775
185,87478,['Writer'],['Brian Buckner'],[0.84],2003-03-13,17.0,The One with the Memorial Service,Chandler's jokey entry on his and Ross's college website leads to a faux burial service for the allegedly dead and obviously unpopular Gellar. Joey refuses to give Emma his favorite stuffed animal. Phoebe begs Monica to help her avoid a post-breakup tryst with Mike.,24.0,9.0,8.4,"['Mike Hanningan', 'Kori Weston', 'Tom Gordon', 'Manny']",16.7595
186,87480,"['Writer', 'Director', 'Writer', 'Writer', 'Writer']","['Scott Silveri', 'Kevin S. Bright', 'Shana Goldberg-Meehan', 'Marta Kauffman', 'David Crane']","[3.0, 1.519, 1.788, 5.777, 3.76]",2003-05-15,23.0,The One in Barbados,"Chandler gives David advice that culminates in David deciding to propose to Phoebe.  However, Phoebe is still in love with Mike.  Monica meddles and calls Mike, who shows up in Barbados and interrupts David's marriage proposal with one of his own.  Phoebe chooses Mike, although she doesn't accept his proposal.  Meanwhile, sparks fly between Ross and Charlie when they spend some time together rewriting his speech.

Charlie and Joey break up, and Rachel finally tells Joey about her crush on him.  He decides nothing can happen because Ross is a good friend, but after he sees Ross and Charlie kissing, he heads back up to Rachel's room where the two kiss and shut the door.  Meanwhile, Monica and Mike compete at a game of ping pong.",52.0,9.0,8.8,"['Mike Hanningan', 'Charlie Wheeler', 'David', 'Sarah', 'Jarvis Oberblau', 'Professor Klarik', 'Nancy Oberblau', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Gunther']",12.8199
187,87518,"['Writer', 'Writer']","['Andrew Reich', 'Ted Cohen']","[1.788, 3.069]",2003-04-24,20.0,The One with the Soap Opera Party,"Joey doesn't tell the gang about his plans to throw a party on the roof of the building.  He also hides the fact that he's invited the ""Days of Our Lives"" cast, since the girls embarrass him when they meet stars.  Rachel discovers the truth about the party and soon, everybody knows (except for Chandler).  Ross meets a new colleague and, instantly attracted to her, invites her to the party.  Rachel and Monica go the party and act like crazed fans while Ross is intimidated by Charlie's former boyfriends.  Meanwhile, Chandler is at a play alone. At the end of the party, Rachel is looking for Joey and Ross is looking for Charlie, and they find Joey and Charlie kissing.",24.0,9.0,8.3,"['Charlie Wheeler', 'Kyle Lowder', 'Matthew Ashford', 'Professor Spafford', 'Bitter Woman on Stage', 'Dirk', 'Gunther']",8.132857142857143
188,87520,['Writer'],['Robert Carlock'],[3.572],2003-05-01,21.0,The One with the Fertility Test,"Chandler and Monica court embarrassment when they secretly go to a fertility clinic for tests that will determine their family plans, until an old acquaintance runs into them.  Ross hides his feelings for Charlie to help Joey woo her.  Rachel sneaks into a spa for a massage and hopes that Phoebe won't find out and feel betrayed.",28.0,9.0,8.6,"['Charlie Wheeler', 'Nurse', 'Janice', 'Gunther']",11.1575
189,87522,"['Writer', 'Writer']","['Andrew Reich', 'Ted Cohen']","[1.788, 3.069]",2003-05-08,22.0,The One with the Donor,"When Monica and Chandler learn of their chances for natural conception, they resort to interviewing unsuspecting male candidates to find the perfect match for one who could inseminate her. Elsewhere, Phoebe is incredibly nervous about going to a party that Mike will be at--until she bumps into David.  Meanwhile, Rachel finds herself being mean to Charlie because of their common romantic interest in Joey, and Ross works hard on a lecture he hopes to present at a paleontology convention in Barbados.",25.0,9.0,8.4,"['Charlie Wheeler', 'David', 'Zack', 'Dr. Connelly', 'Professor Sherman', 'Gunther']",13.949166666666663
190,87523,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Andrew Reich', 'Ted Cohen']","[1.519, 1.788, 3.069]",2003-09-25,1.0,The One After Joey and Rachel Kiss,"Still in Barbados after Ross' keynote address, the friends cope with a variety of dilemmas. Ross has kissed Charlie, although she is still officially dating Joey. Joey and Rachel have kissed as well, but they agonize over how to tell Ross. Mike followed Phoebe to the island and proposed, despite his being in a relationship with someone else. And Monica has developed big hair, due to the humidity.",30.0,10.0,9.0,"['Mike Hanningan', 'Charlie Wheeler', 'Precious', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",16.345
191,87548,['Director'],['Roger Christiansen'],[1.746],2003-10-30,5.0,The One Where Rachel's Sister Babysits,"To help her younger sister, Amy, become a more responsible person, Rachel overrides Ross' strong protests and allows Amy to baby-sit Emma but soon regrets that decision. Phoebe unknowingly thwarts Mike's ""anniversary"" surprise for her. Monica and Chandler become concerned when Joey tries to use big words in a recommendation letter on their behalf to a child adoption agency.",29.0,10.0,8.5,"['Amy Green', 'Mike Hanningan', 'Charlie Wheeler', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",17.8916
192,87590,"['Writer', 'Director']","['Brian Buckner', 'Gary Halvorson']","[0.84, 2.843]",2003-10-09,3.0,The One with Ross's Tan,"Joey is confident while preparing to make love with Rachel for the first time, but he soon becomes uncharacteristically clumsy and Rachel feels uneasy as well. They wonder how Chandler and Monica transitioned from friends to lovers so easily. Monica and Phoebe's annoying friend Amanda visits. Ross goes to a spray-on tanning salon but fails to follow the simple directions properly.",25.0,10.0,8.7,"['Amanda Buffamonteezi', 'Tanning Salon Guy', 'Glenda']",9.384333333333332
193,87596,"['Writer', 'Director']","['Robert Carlock', 'Gary Halvorson']","[3.572, 2.843]",2003-10-23,4.0,The One with the Cake,"On Emma's first birthday, Rachel convinces Monica and Chandler to delay their long-anticipated trip to Vermont to stay for the party. But complications ensue when the infant falls asleep--and a racy, adult birthday cake arrives. Meanwhile, when Ross dashes out to help Rachel, he leaves Joey in charge of keeping everybody locked in the apartment until they return with the right cake.",23.0,10.0,8.2,"['Estelle Leonard', 'Jack Geller', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Judy Geller']",11.0096
194,87597,['Director'],['Kevin S. Bright'],[1.519],2003-11-13,7.0,The One with the Home Study,Monica and Chandler nervously prepare for a visit from an adoption worker who will decide if they would be suitable parents. Phoebe and Mike opt to have a small wedding and donate the extra money to a children's charity--only to demand it all back later. And Ross tries to help Rachel overcome her fear of swing sets so baby Emma can enjoy the playground.,24.0,10.0,8.4,"['Mike Hanningan', 'Laura', 'Charity Clerk', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",16.4322
196,87599,"['Director', 'Writer']","['David Schwimmer', 'Scott Silveri']","[48.006, 3.0]",2004-01-08,9.0,The One with the Birth Mother,"Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child. Due to a mix-up at the adoption agency, Erica thinks Monica is a reverend and Chandler is a doctor. Joey dates Phoebe's friend but annoys her with his territorial eating habits. Rachel picks out an outfit for Ross to wear on a date but he ends up in a unique new wardrobe.",25.0,10.0,8.9,"['Sarah', 'Erica', 'Adoption Agency Worker']",19.759
197,87600,['Director'],['Gary Halvorson'],[2.843],2004-01-15,10.0,The One Where Chandler Gets Caught,"Phoebe and Rachel catch Chandler getting into a car with a blonde woman, they follow him to the suburbs. Fearing that Chandler is cheating on Monica, they inform her--and learn that the woman is a real estate agent. The pair has been secretly shopping for houses and struggling with how to tell their best friends. The friends reminisce about their good times in the apartment.",23.0,10.0,8.5,"['Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)']",6.6875
198,87601,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Marta Kauffman', 'David Crane']","[1.519, 5.777, 3.76]",2004-02-05,11.0,The One Where the Stripper Cries,"Joey is a celebrity contestant on ""The $100,000 Pyramid,"" with its actual host, Donny Osmond. Phoebe's bachelorette party features a rather unexpected surprise when the stripper shows up. Chandler and Ross attend a college reunion and flash back to 1987 to reflect on a pact they made when they were in college.",28.0,10.0,9.0,"['Adrienne Turner', 'Missy Goldberg', 'Donny Osmond', 'Leslie Charleson', 'Gene', 'Roy']",10.324
199,87602,"['Writer', 'Director']","['Robert Carlock', 'Kevin S. Bright']","[3.572, 1.519]",2004-02-12,12.0,The One with Phoebe's Wedding,"Phoebe's wedding planner, Monica, makes everyone around her crazy--until Phoebe fires her. Phoebe's big day becomes disastrous as deliveries go awry and New York is hit with the worst snowstorm its seen in 20 years, forcing plans to change. As a substitute for Phoebe's incarcerated father, Joey takes his role much too seriously. Chandler and Ross discover at the rehearsal dinner that neither of them has a part in the wedding; however, Mike needs to replace a groomsman — he lets Phoebe choose one of them, but she gives the job to Rachel.",30.0,10.0,9.0,"['Mike Hanningan', 'Theodore Hannigan', 'Bitsy Hannigan', 'Gunther']",15.111249999999998
200,87603,['Director'],['Gary Halvorson'],[2.843],2004-02-19,13.0,The One Where Joey Speaks French,"Joey implores Francophile Phoebe to teach him French before an important audition, but she quickly becomes exasperated. Surrogate mom Erica is visiting town and tells the Bings that the baby's father may be a shovel killer. Ross and Rachel grow closer after her sarcastic father, Dr. Green, suffers a heart attack.",24.0,10.0,8.5,"['Erica', 'Nurse', 'Leonard Green', 'Casting Assistant', 'Director']",8.232600000000001
201,87607,['Director'],['Gary Halvorson'],[2.843],2004-02-26,14.0,The One with Princess Consuela,"Monica and Chandler visit their house, which is in escrow, where Joey is comforted about losing his friends by the 8-year-old girl who presently lives there.  Phoebe learns she can legally change her name to whatever she wants, so she considers something more exotic. Ross gets tenure at his job. Rachel's boss is sitting next to her in a restaurant while she's interviewing for another job.",24.0,10.0,8.7,"['Mike Hanningan', 'Mackenzie', 'James Campbell', 'Clerk', 'Rita', 'Ralph Lauren Employee', ""Maitre D'"", 'Mark Robinson', 'Gunther']",17.32177777777778
202,87628,"['Director', 'Writer', 'Writer']","['Gary Halvorson', 'Marta Kauffman', 'David Crane']","[2.843, 5.777, 3.76]",2004-04-22,15.0,The One Where Estelle Dies,"When Rachel makes a startling announcement, Ross secretly schemes to get her former job back for her. Joey is so flustered by all of the upheaval in his friends' lives that Phoebe prevents him from learning about the sudden death of his agent. Monica and Chandler check out the house for sale next door to their new home--and make a stunning discovery.",24.0,10.0,8.8,"['Ellen', 'Mr. Simon', 'Emma Geller-Green (uncredited)', 'Emma Geller-Green (uncredited)', 'Janice']",11.3554
