,id,job,original_name,popularity,air_date,episode_number,name,overview,runtime,season_number,vote_average,list_of_characters,average_character_popularity
81,86432,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Teleplay', 'Teleplay', 'Executive Story Editor', 'Executive Story Editor', 'Script Supervisor', 'Unit Production Manager', 'Story', 'Story']","['Kevin S. Bright', 'Michael Borkow', 'Stephen Prime', 'Mikel Neiers', 'Scott Silveri', 'Shana Goldberg-Meehan', 'Andrew Reich', 'Ted Cohen', 'Sheila Lauder', 'Richard Allen', 'Jill Condon', 'Amy Toomin Straus']","[1.519, 1.388, 0.6, 1.632, 3.0, 1.788, 1.788, 3.069, 0.84, 0.6, 0.6, 0.6]",1998-05-07,23.0,The One with Ross's Wedding,"The gang heads over to London for Ross and Emily's wedding. Joey can't contain his excitement about London which annoys Chandler to no end and results in two of them arguing. While the guys are touring the city, Monica, together with Ross and Emily, visit the chapel where the wedding ceremony is supposed to take place only to find out that it's being torn down prematurely.

Phoebe tries to warn the gang that Rachel is coming to London to tell Ross that she still loves him. After the initial excitement about visiting England dissipates, Joey begins to feel homesick, however, one of the bridesmaids helps him to forget about it. Meanwhile, Ross and Emily's parents get into an argument over the bill for the wedding.",46.0,4.0,8.4,"['Jack Geller', 'Sarah, The Duchess of York', 'The Vendor', 'The Gentleman on the Plane', 'The Housekeeper', 'Felicity', 'The Ticket Agent', 'The Waiter', 'The Older Guest', 'Andrea Waltham', 'Steven Waltham', 'The Registrar', 'Emily Waltham', 'Judy Geller']",12.209928571428572
82,86437,"['Writer', 'Writer', 'Director']","['Andrew Reich', 'Ted Cohen', 'Peter Bonerz']","[1.788, 3.069, 3.859]",1997-12-11,9.0,The One Where They're Going to Party!,"Chandler and Ross's college friend Gandalf is planning to come to town. Gandalf is ""the party wizard."" Ross and Chandler are very excited until Gandalf cancels. However, they decide to make their own party with Joey's help. Joanna squashes Rachel's chance at a promotion. And when Monica fills in for a friend as food critic for a small newspaper, she must decide between a steady job as head chef of a restaurant she panned or keeping her catering business with her friend Phoebe.",23.0,4.0,8.057,"['Allesandro', 'Joanna', 'Mrs. Lynch', 'Mr. Posner', 'Sophie', 'Gunther']",5.2285
83,86453,"['Director', 'Writer', 'Writer']","['Shelley Jensen', 'Jill Condon', 'Amy Toomin Straus']","[3.842, 0.6, 0.6]",1997-10-02,2.0,The One with the Cat,"Phoebe believes that her adoptive mother's spirit resides in a cat that jumped into her guitar case in Central Perk.  Monica goes on a date with Rachel's hunky high-school boyfriend, who was cool in high-school, but a failure now. And when Joey and Chandler decide to sell the entertainment center, Joey takes stupidity to a new level.",23.0,4.0,8.029,"['Chip Matthews', 'Peter', 'Tony', 'The Thief', 'Gunther']",4.7342
84,86460,"['Director', 'Writer']","['David Steinberg', 'Seth Kurland']","[8.316, 1.261]",1998-01-08,11.0,The One with Phoebe's Uterus,Phoebe considers her options when her brother visits with his new wife and asks her to carry their child. Joey works as a tour guide at Ross's museum and tries to tear down the walls between tour guides and scientists. And Chandler seeks advice from Monica and Rachel after he fears that he will not live up to Kathy's sexual expectations--especially since the last guy she slept with before him was Joey.,23.0,4.0,8.629,"['Phoebe Abbott Sr.', 'Frank Buffay Jr.', 'Rhonda, The Tour Guide', 'Kathy', 'The Smart Kid', 'The Older Scientist', 'Another Tour Guide', 'Another Scientist', 'Alice Knight Buffay', 'Gunther']",14.1507
85,86475,"['Writer', 'Director', 'Executive Story Editor', 'Executive Story Editor', 'Executive Story Editor', 'Executive Story Editor']","['Shana Goldberg-Meehan', 'Dana De Vally Piazza', 'Shana Goldberg-Meehan', 'Scott Silveri', 'Andrew Reich', 'Ted Cohen']","[1.788, 3.086, 1.788, 3.0, 1.788, 3.069]",1998-01-29,13.0,The One with Rachel's Crush,"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'.",23.0,4.0,8.25,"['Mr. Waltham', 'Joshua Burgin', 'Kathy', 'Gunther']",16.079250000000002
86,86483,"['Director', 'Editor', 'Director of Photography', 'Executive Story Editor', 'Executive Story Editor', 'Teleplay', 'Story', 'Story']","['James Burrows', 'Stephen Prime', 'Mikel Neiers', 'Andrew Reich', 'Ted Cohen', 'Wil Calhoun', 'Andrew Reich', 'Ted Cohen']","[5.803, 0.6, 1.632, 1.788, 3.069, 1.021, 1.788, 3.069]",1998-02-26,15.0,The One with All the Rugby,"Chandler runs into Janice, and finds her more irritating than ever. Meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over an electric switch in her new apartment.",23.0,4.0,8.3,"['Janice', 'Liam', 'Devon', 'Ticket Counter Attendant', 'Emily Waltham', 'Gunther']",8.313333333333333
87,86528,"['Director', 'Writer']","['Shelley Jensen', 'Wil Calhoun']","[3.842, 1.021]",1997-09-25,1.0,The One with the Jellyfish,"Ross chooses between Rachel and his bald-headed girlfriend Bonnie. Phoebe struggles to deal with the revelation that her mother's friend is actually her mother. Monica gets stung by a jellyfish, forcing Chandler and Joey to step up to the plate in order to relieve her pain.",23.0,4.0,8.842,"['Bonnie', 'Phoebe Abbott Sr.', 'Gunther']",15.243333333333334
88,86534,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor']","['Kevin S. Bright', 'Seth Kurland', 'Stephen Prime', 'Mikel Neiers', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett']","[1.519, 1.261, 0.6, 1.632, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6]",1998-09-24,1.0,The One After Ross Says Rachel,"In the aftermath of his Freudian slip, Ross tries to rescue his marriage with Emily.  Meanwhile, Chandler and Monica try and find a moment alone in order to continue their affair while overseas.",23.0,5.0,8.67,"['Jack Geller', 'Andrea Waltham', 'Steven Waltham', 'The Registrar', 'Emily Waltham', 'Judy Geller']",15.978333333333332
89,86535,"['Director', 'Writer', 'Set Decoration', 'Director of Photography', 'Editor', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor']","['Gary Halvorson', 'Wil Calhoun', 'Greg J. Grande', 'Mikel Neiers', 'Jay Scherberth', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett']","[2.843, 1.021, 1.021, 1.632, 1.073, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6]",1998-10-01,2.0,The One with All the Kissing,"Ross continues to try and mend his marriage to Emily. When Chandler accidentally kisses Monica in front of everyone before leaving for work, he tries to recover by kissing Rachel and Phoebe as well. Meanwhile, Phoebe starts getting irritated by everyone's London stories.",23.0,5.0,8.7,"['Dave', 'Gunther']",7.234500000000001
90,86536,"['Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Director', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Sound Mixer']","['Scott Silveri', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Dana De Vally Piazza', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Dana McClure']","[3.0, 0.6, 1.632, 0.924, 3.086, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6, 0.6, 1.021, 1.261, 0.6]",1998-10-29,5.0,The One with the Kips,"Monica and Chandler plan an Atlantic City getaway in order to have an intimate weekend away from their friends.  Meanwhile, Ross prepares himself to tell Rachel that he can't see her anymore.",23.0,5.0,8.6,"['The Hotel Clerk', 'Gunther']",4.6625
91,86542,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer']","['Gary Halvorson', 'Alexa Junge', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Julie Heath', 'Nancy Gould', 'Dana McClure']","[2.843, 1.388, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.732, 1.38, 0.6]",1998-11-05,6.0,The One with the Yeti,"Emily decides that the only way to continue her marriage with Ross is to have him get rid of all traces of Rachel in his apartment.  Meanwhile, Rachel and Monica mistake a hairy neighbor for a yeti.",23.0,5.0,8.0,"['Emily Waltham', 'Danny', 'Gunther']",10.533
92,86544,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor']","['Gary Halvorson', 'Perry Rein', 'Gigi McCreery', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould']","[2.843, 1.303, 2.436, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38]",1998-11-12,7.0,The One Where Ross Moves In,"Chandler and Joey let Ross move in with them once his marriage to Emily falls apart.  Meanwhile, Phoebe gets involved with the local health inspector and Rachel becomes convinced that Danny is trying to seduce her with mind games.",23.0,5.0,8.2,"['Larry', 'Tom', 'Danny', 'Gunther']",7.2775
93,86548,"['Writer', 'Director', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer']","['Greg Malins', 'Kevin S. Bright', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure']","[1.594, 1.519, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.6, 0.6, 1.021, 1.261, 0.732, 1.38, 0.6]",1998-11-19,8.0,The One with All the Thanksgivings,"Although the Thanksgiving meal is great, Chandler is still moody over his parent's divorce during the holiday when he was a boy and Ross is depressed about his second divorce. The group reminisces about their worst Thanksgivings in order to cheer them up, and Monica's worst memory is revealed.",23.0,5.0,8.5,"['Nora Bing', 'The Doctor', 'Jack Geller', 'Judy Geller', 'The Housekeeper', 'The Paramedic', 'Young Chandler']",13.350285714285716
94,86551,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist']","['Gary Halvorson', 'Andrew Reich', 'Ted Cohen', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel']","[2.843, 1.788, 3.069, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553]",1998-12-10,9.0,The One with Ross's Sandwich,"Joey starts to get uncomfortable with protecting Monica and Chandler's secret, especially when it places him in embarrassing situations with the rest of the group. Meanwhile, Ross becomes enraged at work when someone swipes his turkey sandwich. Phoebe and Rachel enroll in a literature class.",23.0,5.0,8.6,"['Dr. Ledbetter', 'The Teacher', 'Cynthia', 'The Female Student', 'Gunther']",4.3314
95,86553,"['Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Director', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist']","['Shana Goldberg-Meehan', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Dana De Vally Piazza', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Julie Heath', 'Nancy Gould', 'Dana McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel']","[1.788, 0.6, 1.632, 0.924, 3.086, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553]",1998-12-17,10.0,The One with the Inappropriate Sister,"Joey teaches Ross how to be unemployed. Phoebe is working for the Salvation Army during the holidays. Monica is tired of Rachel's obsessing about Danny and asks him to go out with her. Ross convinces Joey to write a play about himself. Phoebe is distressed after finding out that New Yorkers are mean. Rachel meets Danny's sister and is dismayed when the two seem a little too playful. Phoebe vows a return to ""Street Phoebe.""",23.0,5.0,8.0,"['Estelle Leonard', 'Krista', 'Bob', 'The Man', 'Danny', 'Ginger', 'Gunther']",4.680142857142856
96,86558,"['Director', 'Director of Photography', 'Editor', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Teleplay', 'Story', 'Second Assistant Director', 'Additional Music']","['Joe Regalbuto', 'Mikel Neiers', 'Jay Scherberth', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Suzie Villandry', 'Brian Boyle', 'Chris Kiley', 'Michael Skloff']","[5.005, 1.632, 1.073, 0.924, 0.6, 2.436, 1.303, 3.142, 0.6, 0.6, 1.021, 1.261, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.917, 1.46, 0.6, 0.706]",1999-01-07,11.0,The One with All the Resolutions,"With the New Year, the friends make New Year's resolutions. Ross resolves to try a new thing every day. Chandler resolves to not make fun of his friends for a week. Joey resolves to learn how to play the guitar, with Phoebe as his teacher. Rachel resolves to give up gossiping. Chandler nearly goes insane holding it all in. Ross is stuck in a sticky situation at his date's apartment, in constricting and hot leather pants. Rachel discovers a big secret (Monica and Chandler) that threatens to spoil her resolution.",23.0,5.0,8.7,"['Elizabeth Hornswoggle', 'Ben Geller', 'Gunther']",4.292666666666666
97,86566,"['Writer', 'Director', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music']","['Alicia Sky Varinaitis', 'Kevin S. Bright', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff']","[0.6, 1.519, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706]",1999-01-21,12.0,The One with Chandler's Work Laugh,"Monica begins to hang out with Chandler during his work functions, since they don't have to keep their relationship a secret among his coworkers.  However, she learns that Chandler has a second, more annoying personality when he's around his boss.  Meanwhile, Ross learns that Emily is getting remarried and in his grief hooks up with an old nemesis of the gang: Janice.",23.0,5.0,8.3,"['Janice', 'Kara', 'Doug', 'Gunther']",10.78525
98,86571,"['Director', 'Editor', 'Set Decoration', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Teleplay', 'Story']","['Gail Mancuso', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Seth Kurland', 'Michael Curtis']","[2.681, 0.6, 1.021, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 1.261, 1.608]",1999-02-04,13.0,The One with Joey's Bag,"Phoebe's grandmother dies, and Phoebe is shocked when her father turns up at the funeral. Meanwhile, Rachel gives Joey a ""man's bag"" for an audition, and Chandler is scared to tell Monica he doesn't like her massages.",23.0,5.0,8.1,"['Frank Buffay Sr.', 'The Casting Director', 'Gunther']",6.911999999999999
99,86573,"['Writer', 'Director', 'Producer', 'Producer', 'Editor', 'Set Decoration', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Co-Producer', 'Co-Producer', 'Assistant Editor']","['Adam Chase', 'Kevin S. Bright', 'Shana Goldberg-Meehan', 'Scott Silveri', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Andrew Reich', 'Ted Cohen', 'Todd Felker']","[2.15, 1.519, 1.788, 3.0, 0.6, 1.021, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 1.788, 3.069, 0.677]",1999-02-18,15.0,The One with the Girl Who Hits Joey,"Joey starts dating Katie, a little girl who packs a mean punch.  When Ross refuses to contribute to the retirement fund of the building's maintenance man, he winds up offending everyone in the building. Meanwhile, Chandler freaks out about his relationship with Monica.",23.0,5.0,8.3,"['Steve', 'Katie', 'Guest #1', 'Guest #2', 'Guest #3', 'Gunther']",6.657666666666667
100,86574,"['Director', 'Writer', 'Writer', 'Producer', 'Executive Producer', 'Producer', 'Set Decoration', 'Director of Photography', 'Editor', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Co-Producer', 'Co-Producer', 'Executive Producer', 'Executive Producer', 'Co-Executive Producer', 'Co-Producer', 'Executive Producer', 'Executive Producer', 'Executive Producer']","['Shelley Jensen', 'Andrew Reich', 'Ted Cohen', 'Shana Goldberg-Meehan', 'Greg Malins', 'Scott Silveri', 'Greg J. Grande', 'Mikel Neiers', 'Jay Scherberth', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Andrew Reich', 'Ted Cohen', 'Adam Chase', 'Michael Curtis', 'Alexa Junge', 'Wendy Knoller', 'Kevin S. Bright', 'David Crane', 'Marta Kauffman']","[3.842, 1.788, 3.069, 1.788, 1.594, 3.0, 1.021, 1.632, 1.073, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 1.788, 3.069, 2.15, 1.608, 1.388, 0.608, 1.519, 3.76, 5.777]",1999-03-18,17.0,The One with Rachel's Inadvertent Kiss,"Monica becomes jealous of Phoebe and Gary. Rachel has an awkward encounter when she interviews for a new job. Joey tries to meet a girl living in Ross's building, but has trouble with finding her apartment.",23.0,5.0,8.5,"['Gary', 'The Window Woman', 'Mr. Zelner', 'The Man', 'The Little Girl', 'The Old Man', 'Gunther']",7.912142857142856
101,86576,"['Director', 'Producer', 'Producer', 'Producer', 'Executive Producer', 'Producer', 'Producer', 'Editor', 'Set Decoration', 'Director of Photography', 'Writer', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Executive Producer', 'Co-Executive Producer', 'Executive Producer', 'Executive Producer', 'Executive Producer', 'Executive Producer']","['Gail Mancuso', 'Wendy Knoller', 'Shana Goldberg-Meehan', 'Ted Cohen', 'Greg Malins', 'Scott Silveri', 'Andrew Reich', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Doty Abrams', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Adam Chase', 'Alexa Junge', 'Michael Curtis', 'Kevin S. Bright', 'David Crane', 'Marta Kauffman']","[2.681, 0.608, 1.788, 3.069, 1.594, 3.0, 1.788, 0.6, 1.021, 1.632, 0.621, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 2.15, 1.388, 1.542, 1.519, 3.76, 5.777]",1999-04-22,19.0,The One Where Ross Can't Flirt,"As Joey's Italian-speaking grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced.",23.0,5.0,8.6,"['Grandma Tribianni', 'Caitlin']",4.601
102,86577,"['Director', 'Writer', 'Writer', 'Producer', 'Producer', 'Executive Producer', 'Producer', 'Producer', 'Set Decoration', 'Director of Photography', 'Editor', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Executive Producer', 'Co-Executive Producer', 'Co-Producer', 'Executive Producer', 'Executive Producer', 'Executive Producer', 'Executive Producer']","['Gary Halvorson', 'Shana Goldberg-Meehan', 'Seth Kurland', 'Shana Goldberg-Meehan', 'Ted Cohen', 'Greg Malins', 'Scott Silveri', 'Andrew Reich', 'Greg J. Grande', 'Mikel Neiers', 'Jay Scherberth', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Adam Chase', 'Alexa Junge', 'Wendy Knoller', 'Michael Curtis', 'Kevin S. Bright', 'David Crane', 'Marta Kauffman']","[2.843, 1.788, 1.261, 1.788, 3.069, 1.594, 3.0, 1.788, 1.021, 1.632, 1.073, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 2.15, 1.388, 0.608, 1.542, 1.519, 3.76, 5.777]",1999-04-29,20.0,The One with the Ride Along,"While the guys go on a ride-along with Gary, Rachel accidentally deletes a message from Emily on Ross's answering machine.",23.0,5.0,8.3,"['Gary', 'Emily Waltham', 'Gunther']",16.912666666666667
103,86579,"['Writer', 'Director']","['Greg Malins', 'Gary Halvorson']","[1.594, 2.843]",1999-05-06,21.0,The One with the Ball,"Phoebe learns that Gary is going to ask her to move in with him and thinking this is way to fast, she tries to get Chandler to talk him out of this decision. Rachel buys an expensive sphynx cat but is disappointed when it doesn't behave as she hoped it would. Meanwhile, Ross and Joey start throwing a ball while they are bored but it changes from a time-filler to a super-competitive obsession when Monica joins in.",23.0,5.0,8.297,"['Gary', 'Woman #1', 'Gunther']",12.319333333333333
